# generated by cases/gen-fixture-cases.py from cases/fixtures/spec; do not edit
fx_enc_arrays_nested_01	["--encode"]	cases/inputs/fx/fx_enc_arrays_nested_01.json	fixture-encode	arrays-nested.json#1 encodes nested arrays of primitives
fx_enc_arrays_nested_02	["--encode"]	cases/inputs/fx/fx_enc_arrays_nested_02.json	fixture-encode	arrays-nested.json#2 quotes strings containing delimiters in nested arrays
fx_enc_arrays_nested_03	["--encode"]	cases/inputs/fx/fx_enc_arrays_nested_03.json	fixture-encode	arrays-nested.json#3 encodes empty inner arrays
fx_enc_arrays_nested_04	["--encode"]	cases/inputs/fx/fx_enc_arrays_nested_04.json	fixture-encode	arrays-nested.json#4 encodes mixed-length inner arrays
fx_enc_arrays_nested_05	["--encode"]	cases/inputs/fx/fx_enc_arrays_nested_05.json	fixture-encode	arrays-nested.json#5 encodes root-level primitive array
fx_enc_arrays_nested_06	["--encode"]	cases/inputs/fx/fx_enc_arrays_nested_06.json	fixture-encode	arrays-nested.json#6 encodes root-level array of uniform objects in tabular format
fx_enc_arrays_nested_07	["--encode"]	cases/inputs/fx/fx_enc_arrays_nested_07.json	fixture-encode	arrays-nested.json#7 encodes root-level array of non-uniform objects in list format
fx_enc_arrays_nested_08	["--encode"]	cases/inputs/fx/fx_enc_arrays_nested_08.json	fixture-encode	arrays-nested.json#8 encodes root-level array mixing primitive, object, and array of objects in list format
fx_enc_arrays_nested_09	["--encode"]	cases/inputs/fx/fx_enc_arrays_nested_09.json	fixture-encode	arrays-nested.json#9 encodes root-level arrays of arrays
fx_enc_arrays_nested_10	["--encode"]	cases/inputs/fx/fx_enc_arrays_nested_10.json	fixture-encode	arrays-nested.json#10 encodes empty root-level array
fx_enc_arrays_nested_11	["--encode"]	cases/inputs/fx/fx_enc_arrays_nested_11.json	fixture-encode	arrays-nested.json#11 encodes complex nested structure
fx_enc_arrays_nested_12	["--encode"]	cases/inputs/fx/fx_enc_arrays_nested_12.json	fixture-encode	arrays-nested.json#12 uses list format for arrays mixing primitives and objects
fx_enc_arrays_nested_13	["--encode"]	cases/inputs/fx/fx_enc_arrays_nested_13.json	fixture-encode	arrays-nested.json#13 uses list format for arrays mixing objects and arrays
fx_enc_arrays_objects_01	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_01.json	fixture-encode	arrays-objects.json#1 uses list format for objects with different fields
fx_enc_arrays_objects_02	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_02.json	fixture-encode	arrays-objects.json#2 uses list format for objects with nested values
fx_enc_arrays_objects_03	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_03.json	fixture-encode	arrays-objects.json#3 preserves field order in list items - array first
fx_enc_arrays_objects_04	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_04.json	fixture-encode	arrays-objects.json#4 preserves field order in list items - primitive first
fx_enc_arrays_objects_05	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_05.json	fixture-encode	arrays-objects.json#5 uses list format for objects containing arrays of arrays
fx_enc_arrays_objects_06	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_06.json	fixture-encode	arrays-objects.json#6 uses tabular format for nested uniform object arrays
fx_enc_arrays_objects_07	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_07.json	fixture-encode	arrays-objects.json#7 uses list format for nested object arrays with mismatched keys
fx_enc_arrays_objects_08	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_08.json	fixture-encode	arrays-objects.json#8 uses list format for objects with multiple array fields
fx_enc_arrays_objects_09	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_09.json	fixture-encode	arrays-objects.json#9 uses list format for objects with only array fields
fx_enc_arrays_objects_10	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_10.json	fixture-encode	arrays-objects.json#10 encodes objects with empty arrays in list format
fx_enc_arrays_objects_11	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_11.json	fixture-encode	arrays-objects.json#11 uses canonical encoding for multi-field list-item objects with tabular arrays
fx_enc_arrays_objects_12	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_12.json	fixture-encode	arrays-objects.json#12 uses canonical encoding for single-field list-item tabular arrays
fx_enc_arrays_objects_13	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_13.json	fixture-encode	arrays-objects.json#13 places empty arrays on hyphen line when first
fx_enc_arrays_objects_14	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_14.json	fixture-encode	arrays-objects.json#14 encodes empty object list items as bare hyphen
fx_enc_arrays_objects_15	["--encode"]	cases/inputs/fx/fx_enc_arrays_objects_15.json	fixture-encode	arrays-objects.json#15 uses field order from first object for tabular headers
