# Toon conformance cases: name<TAB>argv (JSON string array)<TAB>stdin file or -<TAB>class<TAB>note
# GENERATED by cases/build-cases.py (cases/gen-hand-cases.py + cases/gen-fixture-cases.py). Do not edit:
# change a generator, run `python3 cases/build-cases.py`, then re-capture with --repin "<reason>".
# Capture:  scripts/golden-capture.sh goldens/cases.tsv goldens -- ./oracle/toon
# Floor:    scripts/floor.sh goldens/cases.tsv goldens --repeat 3 -- ./oracle/toon
# Check:    scripts/lanes.sh goldens/cases.tsv goldens port/main.bend
usage_none	[]	-	usage	no args, empty stdin
usage_help	["--help"]	-	usage	
usage_help_short	["-h"]	-	usage	
usage_version	["--version"]	-	usage	
usage_version_short	["-V"]	-	usage	
usage_help_wins_over_bad_flag_value	["--indent", "99", "--help"]	-	usage	
usage_unknown_flag	["--no-such-flag"]	-	usage	
usage_unknown_short	["-x"]	-	usage	
usage_extra_positional	["a.json", "b.json"]	-	usage	
usage_conflict_encode_decode	["-e", "-d"]	cases/inputs/hand/usage_conflict_encode_decode.txt	usage	
usage_conflict_decode_encode	["--decode", "--encode"]	cases/inputs/hand/usage_conflict_decode_encode.txt	usage	
usage_encode_twice	["-e", "-e"]	cases/inputs/hand/usage_encode_twice.txt	usage	
usage_indent_twice	["--indent", "2", "--indent", "4"]	cases/inputs/hand/usage_indent_twice.txt	usage	
usage_missing_value_delimiter	["--delimiter"]	-	usage	
usage_missing_value_indent	["--indent"]	-	usage	
usage_missing_value_output	["-o"]	-	usage	
usage_missing_value_key_folding	["--key-folding"]	-	usage	
usage_bad_delimiter	["--encode", "--delimiter", "x"]	cases/inputs/hand/usage_bad_delimiter.txt	usage	
usage_bad_delimiter_word	["--encode", "--delimiter", "invalid"]	cases/inputs/hand/usage_bad_delimiter_word.txt	usage	
usage_bad_delimiter_empty	["--encode", "--delimiter", ""]	cases/inputs/hand/usage_bad_delimiter_empty.txt	usage	
usage_bad_delimiter_two_chars	["--encode", "--delimiter", ",,"]	cases/inputs/hand/usage_bad_delimiter_two_chars.txt	usage	
usage_bad_indent_17	["--encode", "--indent", "17"]	cases/inputs/hand/usage_bad_indent_17.txt	usage	
usage_bad_indent_99	["--encode", "--indent", "99"]	cases/inputs/hand/usage_bad_indent_99.txt	usage	
usage_bad_indent_256	["--encode", "--indent", "256"]	cases/inputs/hand/usage_bad_indent_256.txt	usage	
usage_bad_indent_huge	["--encode", "--indent", "99999999999999999999"]	cases/inputs/hand/usage_bad_indent_huge.txt	usage	
usage_bad_indent_abc	["--encode", "--indent", "abc"]	cases/inputs/hand/usage_bad_indent_abc.txt	usage	
usage_bad_indent_empty	["--encode", "--indent", ""]	cases/inputs/hand/usage_bad_indent_empty.txt	usage	
usage_bad_indent_float	["--encode", "--indent", "2.5"]	cases/inputs/hand/usage_bad_indent_float.txt	usage	
usage_bad_indent_negative	["--encode", "--indent=-1"]	cases/inputs/hand/usage_bad_indent_negative.txt	usage	
usage_indent_plus	["--encode", "--indent", "+4"]	cases/inputs/hand/usage_indent_plus.txt	usage	Rust u8 parse accepts a leading +
usage_indent_leading_zero	["--encode", "--indent", "04"]	cases/inputs/hand/usage_indent_leading_zero.txt	usage	
usage_bad_key_folding	["--encode", "--key-folding", "maybe"]	cases/inputs/hand/usage_bad_key_folding.txt	usage	
usage_bad_key_folding_case	["--encode", "--key-folding", "SAFE"]	cases/inputs/hand/usage_bad_key_folding_case.txt	usage	
usage_bad_expand_paths	["--decode", "--expand-paths", "maybe"]	cases/inputs/hand/usage_bad_expand_paths.txt	usage	
usage_bad_flatten_depth_abc	["--encode", "--flatten-depth", "abc"]	cases/inputs/hand/usage_bad_flatten_depth_abc.txt	usage	
usage_bad_flatten_depth_neg	["--encode", "--flatten-depth=-1"]	cases/inputs/hand/usage_bad_flatten_depth_neg.txt	usage	
usage_bad_flatten_depth_float	["--encode", "--flatten-depth", "1.5"]	cases/inputs/hand/usage_bad_flatten_depth_float.txt	usage	
usage_empty_arg	[""]	-	usage	
usage_missing_file	["cases/inputs/hand/files/does-not-exist.json"]	-	usage	
usage_missing_file_toon	["cases/inputs/hand/files/does-not-exist.toon"]	-	usage	
usage_dir_as_input	["cases/inputs/hand/files"]	-	usage	
usage_output_bad_dir	["--encode", "-o", "cases/inputs/hand/no-such-dir/out.toon"]	cases/inputs/hand/usage_output_bad_dir.txt	usage	
flag_indent_equals	["--encode", "--indent=4"]	cases/inputs/hand/flag_indent_equals.txt	flagform	
flag_delimiter_equals_pipe	["--encode", "--delimiter=|"]	cases/inputs/hand/flag_delimiter_equals_pipe.txt	flagform	
flag_delimiter_word_comma	["--encode", "--delimiter", "comma"]	cases/inputs/hand/flag_delimiter_word_comma.txt	flagform	
flag_delimiter_word_pipe	["--encode", "--delimiter", "pipe"]	cases/inputs/hand/flag_delimiter_word_pipe.txt	flagform	
